Time,Unsmoothed Fres,Temp,Fres,dT/dt
10757,1783.39,19.99,1783.366,0.002337575351640165
10759,1785.89,19.98,1783.5673333333334,0.003825400431671061
10761,1784.33,19.91,1783.6733333333334,0.0018945108506441706
10763,1786.64,19.96,1783.8686666666667,0.0010714285714284147
10765,1781.74,20.02,1783.66,0.001410714285714128
10767,1783.61,19.94,1783.558,0.0005357142857143636
10769,1785.63,19.98,1783.9806666666666,0.0016607142857144582
10771,1782.55,19.92,1783.8719999999996,0.0009464285714289393
10773,1783.26,19.92,1783.9246666666663,-3.571428571432441e-05
10775,1782.71,19.92,1783.9433333333334,-0.0007499999999995848
10777,1780.16,19.89,1783.788,-0.0012499999999988135
10779,1786.51,20.01,1783.9513333333332,-0.0012499999999998673
10781,1779.85,19.99,1783.4753333333333,0.0002857142857139793
10783,1782.25,19.98,1783.5293333333336,0.0007678571428574003
10786,1781.79,20.0,1783.3540000000005,0.00034756875942878204
10788,1777.91,19.98,1782.988666666667,0.0009882994433717865
10790,1778.48,19.95,1782.4946666666667,0.0011185532484926381
10792,1785.71,19.96,1782.5866666666668,0.00048282316670330026
10794,1783.01,19.98,1782.3446666666669,0.0006839237057219436
10796,1779.48,20.0,1782.194,0.0018853523871387654
10798,1781.76,20.02,1782.070666666667,0.002284743202416749
10800,1780.43,19.92,1781.7240000000004,0.0019168105308585905
10802,1787.49,19.92,1782.0533333333335,0.0008493017213383144
10804,1785.98,19.93,1782.2346666666665,-0.00010899182561393354
10806,1782.39,19.89,1782.2133333333334,-0.0015728914336056365
10808,1781.44,20.12,1782.2986666666666,-0.0007116543871397234
10810,1783.38,19.98,1782.09,-0.00020504373509020338
10812,1785.04,20.02,1782.436,0.0005715446210977479
10814,1782.7,19.99,1782.466,0.0008035714285707845
10816,1787.01,20.05,1782.814,0.0020357142857134213
10818,1784.13,19.97,1783.2286666666666,0.001892857142856364
10820,1784.52,19.98,1783.6313333333335,0.0014642857142857617
10822,1783.2,19.96,1783.464,0.0008750000000001746
10824,1781.81,19.93,1783.384,0.00019642857142853395
10826,1783.22,20.09,1783.6333333333332,0.001892857142855921
